,page,country,rev_id,Population mid-2018 (millions),prediction
506,Stelman Flynn,Canada,756591021,37.2,Stub
507,Anita Neville,Canada,756764820,37.2,Start
508,Erminie Cohen,Canada,756793754,37.2,Start
509,Monique Richard,Canada,756827167,37.2,Stub
510,Vivian Barbot,Canada,756833298,37.2,Start
511,Walt Secord,Canada,756994842,37.2,Stub
512,Esther Shiner,Canada,757340941,37.2,B
513,Peter Kilabuk,Canada,757841167,37.2,Stub
514,Steve Mantis,Canada,758196830,37.2,C
515,Thomas Malone (politician),Canada,758368304,37.2,Start
516,Pierre Sévigny,Canada,758498194,37.2,Start
517,Vance Badawey,Canada,758814005,37.2,Start
518,Joseph Cohen,Canada,759068429,37.2,Stub
519,Edward Barron Chandler,Canada,759216527,37.2,Start
520,Christin Milloy,Canada,759365933,37.2,Start
521,Gerry Organ,Canada,759441852,37.2,Stub
522,Jobie Nutarak,Canada,760183672,37.2,Stub
523,Cuthbert Grant,Canada,760716476,37.2,C
524,Samuel Leonard Tilley,Canada,760733809,37.2,C
525,Norman Yakeleya,Canada,761104451,37.2,Stub
526,Edward Palmer (Canadian politician),Canada,761604965,37.2,Start
527,André-Gilles Fortin,Canada,761630386,37.2,Stub
528,Stanley G. Grizzle,Canada,761737356,37.2,Start
529,Janine Krieber,Canada,762182031,37.2,Start
530,J. Trevor Morgan,Canada,763591385,37.2,Start
531,Robert B. Dickey,Canada,763667690,37.2,Start
532,Elizabeth Ball,Canada,764121172,37.2,Start
533,Edgar Leduc,Canada,764210531,37.2,C
534,Eric Berntson,Canada,764319651,37.2,Start
535,Alvin Curling,Canada,764712203,37.2,C
536,Charles Nolin,Canada,764751927,37.2,Stub
537,Don Luzzi,Canada,764911059,37.2,Start
538,Moses Appaqaq,Canada,764967572,37.2,Stub
539,Laurier LaPierre,Canada,765860301,37.2,Start
540,Thomas McNabb,Canada,765882998,37.2,Stub
541,Richard Kroft,Canada,766192534,37.2,Start
542,William Cecil Ross,Canada,766256645,37.2,Start
543,John Christian Schultz,Canada,766314013,37.2,C
544,Lawrence Bergman,Canada,766389101,37.2,Start
545,Saul Polo,Canada,766438067,37.2,Stub
546,Marc Tanguay,Canada,766439638,37.2,Stub
547,Henri Bourassa,Canada,766910246,37.2,C
548,Kathryn Cholette,Canada,767393654,37.2,Stub
549,Marie Tifo,Canada,768559614,37.2,Start
550,Scott Reid (Newfoundland and Labrador politician),Canada,768764874,37.2,Stub
551,David Shepherd (Canadian politician),Canada,768786587,37.2,Stub
552,Bob Lagassé,Canada,768810456,37.2,Stub
553,Amanda Lathlin,Canada,768814794,37.2,Stub
554,Frederick Blake Jr.,Canada,768862415,37.2,Stub
555,Alfred Moses (politician),Canada,768863547,37.2,Stub
556,Cory Vanthuyne,Canada,768864228,37.2,Stub
557,Pat Angnakak,Canada,768958236,37.2,Stub
558,Tony Akoak,Canada,768958283,37.2,Stub
559,Joe Enook,Canada,768958879,37.2,Stub
560,David Joanasie,Canada,768959104,37.2,Stub
561,Pauloosie Keyootak,Canada,768959229,37.2,Start
562,George Kuksuk,Canada,768959407,37.2,Stub
563,Johnny Mike,Canada,768960023,37.2,Stub
564,Simeon Mikkungwak,Canada,768960087,37.2,Stub
565,Emilino Qirngnuq,Canada,768961961,37.2,Stub
566,Paul Quassa,Canada,768962064,37.2,Stub
567,Alexander Sammurtok,Canada,768962738,37.2,Stub
568,Tom Sammurtok,Canada,768962880,37.2,Stub
569,Joe Savikataaq,Canada,768963019,37.2,Stub
570,Isaac Shooyook,Canada,768963083,37.2,Stub
571,Robert Laxer,Canada,769536250,37.2,Start
572,Bev Buckway,Canada,769701399,37.2,Stub
573,John A. Carter (Newfoundland politician),Canada,769801452,37.2,Stub
574,Alexis Wawanoloath,Canada,769892952,37.2,Stub
575,John Mercer Johnson,Canada,770180303,37.2,Start
576,George Qulaut,Canada,770539254,37.2,Stub
577,James Chalker,Canada,770622467,37.2,Start
578,Peter Hyndman,Canada,770666386,37.2,Stub
579,Angus McKay (Manitoba politician),Canada,771125401,37.2,Start
580,Burr Plato,Canada,771126667,37.2,Stub
581,Patrick Wong,Canada,771816909,37.2,Stub
582,Greg Fergus,Canada,772074757,37.2,Start
583,Moe Sihota,Canada,772143645,37.2,C
584,Christian Dubé (politician),Canada,773033470,37.2,Stub
585,William Alexander Henry,Canada,773670195,37.2,Start
586,Raymond Guy,Canada,773730196,37.2,Stub
587,Anne Cools,Canada,773794183,37.2,C
588,William Henry Pope (Canadian politician),Canada,773944289,37.2,Start
589,Hugh McFadyen,Canada,774081975,37.2,B
590,Betty Baxter,Canada,774113266,37.2,Start
591,Jeremiah Travis,Canada,774219529,37.2,Stub
592,Sonya Biddle,Canada,774339307,37.2,C
593,Rick Folk,Canada,774554017,37.2,Start
594,Paul Delorey,Canada,775052908,37.2,Start
595,Jackson Lafferty,Canada,775788320,37.2,Start
596,Neil Windsor,Canada,776202179,37.2,Stub
597,Samuel Rothschild,Canada,776216624,37.2,Start
598,Jean-Serge Brisson,Canada,776335254,37.2,C
599,David Wells (politician),Canada,776738317,37.2,Stub
600,Joseph Markin,Canada,776860106,37.2,C
601,Joseph Nolin,Canada,777521501,37.2,Stub
602,Jules Marion,Canada,777758793,37.2,Stub
603,Julie Dabrusin,Canada,777783696,37.2,Start
604,James W. Douglas,Canada,778052470,37.2,Stub
605,Terry Cavanagh (politician),Canada,778444272,37.2,Start
606,Jose Kusugak,Canada,778689553,37.2,Start
607,Jerry Grafstein,Canada,779401546,37.2,C
608,Clyde Brown,Canada,779756954,37.2,Stub
609,Honoré Mercier,Canada,780233998,37.2,C
610,Leonard Marchand,Canada,780292774,37.2,C
611,John Ritchie (merchant),Canada,781221633,37.2,Stub
612,Kenny Blatchford,Canada,781735656,37.2,Start
613,Tyrone Benskin,Canada,781752285,37.2,C
614,Wendy Priesnitz,Canada,781861722,37.2,Stub
615,Tom Shypitka,Canada,782131917,37.2,Stub
616,Alexandre Bourdeau,Canada,782158388,37.2,Stub
617,Yvonne Atwell,Canada,782556135,37.2,Start
618,Gordon H. Fitzgerald,Canada,782557871,37.2,Start
619,Gordon Earle,Canada,782791446,37.2,Start
620,List of 1987 Canadian incumbents,Canada,782868134,37.2,Start
621,List of 1986 Canadian incumbents,Canada,782883488,37.2,Start
622,List of 1981 Canadian incumbents,Canada,782883737,37.2,Start
623,List of 1982 Canadian incumbents,Canada,782884363,37.2,Start
624,List of 1983 Canadian incumbents,Canada,782884424,37.2,Start
625,List of 1984 Canadian incumbents,Canada,782884501,37.2,Start
626,List of 1985 Canadian incumbents,Canada,782884560,37.2,Start
627,Emery Barnes,Canada,783059739,37.2,Start
628,Stephen Gough (politician),Canada,783142138,37.2,Stub
629,3rd Canadian Ministry,Canada,783380619,37.2,Start
630,1st Canadian Ministry,Canada,783380740,37.2,Start
631,2nd Canadian Ministry,Canada,783380794,37.2,Start
632,4th Canadian Ministry,Canada,783380859,37.2,Start
633,5th Canadian Ministry,Canada,783380895,37.2,Stub
634,6th Canadian Ministry,Canada,783380933,37.2,Stub
635,7th Canadian Ministry,Canada,783380988,37.2,Start
636,8th Canadian Ministry,Canada,783381017,37.2,Start
637,9th Canadian Ministry,Canada,783381068,37.2,Start
638,12th Canadian Ministry,Canada,783381298,37.2,Start
639,13th Canadian Ministry,Canada,783381341,37.2,Stub
640,15th Canadian Ministry,Canada,783381425,37.2,Stub
641,16th Canadian Ministry,Canada,783381457,37.2,Start
642,17th Canadian Ministry,Canada,783381498,37.2,Start
643,18th Canadian Ministry,Canada,783381525,37.2,Start
644,19th Canadian Ministry,Canada,783381573,37.2,Start
645,22nd Canadian Ministry,Canada,783381714,37.2,Start
646,24th Canadian Ministry,Canada,783381797,37.2,Stub
647,26th Canadian Ministry,Canada,783381925,37.2,Start
648,27th Canadian Ministry,Canada,783381990,37.2,Start
649,28th Canadian Ministry,Canada,783382043,37.2,C
650,10th Canadian Ministry,Canada,783385197,37.2,Start
651,Samuel Street,Canada,783405075,37.2,Stub
652,George Denison (Canadian politician),Canada,783405405,37.2,Stub
653,Joseph Laporte,Canada,783406498,37.2,Stub
654,John McDonald (1787–1860),Canada,783406951,37.2,Stub
655,Henry John Caldwell,Canada,783408259,37.2,Stub
656,Margaret Mary Macdonald,Canada,783423815,37.2,Stub
657,Marilyn Bodogh,Canada,783503058,37.2,Start
658,Louis-Mathias Auger,Canada,783527330,37.2,Start
659,Granville Anderson,Canada,783695617,37.2,Start
660,Susan Leblanc,Canada,783759655,37.2,Start
661,Selim Franklin,Canada,783880928,37.2,C
662,Daniel Christmas,Canada,783918316,37.2,Stub
663,Wanda Thomas Bernard,Canada,783918538,37.2,Start
664,Andrew Archibald Macdonald,Canada,783986759,37.2,Start
665,Maurice Spector,Canada,784066286,37.2,C
666,Louis Riel Sr.,Canada,784120111,37.2,Start
667,Michael Levitt (politician),Canada,784765875,37.2,Stub
668,Mike Feldman,Canada,785044905,37.2,Start
669,Allan Grossman,Canada,785287078,37.2,Start
670,Mayann Francis,Canada,785439079,37.2,Start
671,Robert Bruce (Yukon politician),Canada,785484840,37.2,Stub
672,Dave Keenan,Canada,785484858,37.2,Stub
673,Gerald Morin,Canada,785484913,37.2,Stub
674,John Bruce (Canada),Canada,785485183,37.2,Stub
675,David Chartrand,Canada,785485193,37.2,Stub
676,Frank Whitehead,Canada,785485223,37.2,Stub
677,Frank Arthur Calder,Canada,785485255,37.2,Start
678,Harley Desjarlais,Canada,785485273,37.2,Stub
679,Malcolm Norris,Canada,785485534,37.2,Start
680,Eric Fairclough,Canada,785486306,37.2,C
681,Richard Holden (politician),Canada,785624788,37.2,Start
682,Pierre Curzi,Canada,785749103,37.2,Start
683,Richard Phillips Hotham,Canada,785771333,37.2,Stub
684,Tony Ince,Canada,786033113,37.2,Start
685,John Alan Lee,Canada,786279123,37.2,C
686,Joseph Schubert (politician),Canada,786402183,37.2,Start
687,Joseph Zuken,Canada,786402756,37.2,Start
688,Kalmen Kaplansky,Canada,786430694,37.2,C
689,Robert Kitchen,Canada,786434801,37.2,Start
690,Linda Frum,Canada,786532062,37.2,C
691,Todd Russell,Canada,786614713,37.2,Start
692,Charles Mair,Canada,786959195,37.2,C
693,Joseph Singer,Canada,786991589,37.2,Start
694,Maka Kotto,Canada,787109348,37.2,Start
695,Madame Montour,Canada,787308513,37.2,GA
696,Mrs. King,Canada,787351708,37.2,Start
697,Time and Chance (Kim Campbell),Canada,787357999,37.2,Stub
698,Peter Wong (Canadian politician),Canada,787490092,37.2,B
699,Ford Nation (book),Canada,787519192,37.2,Stub
700,Calvin Ruck,Canada,787883154,37.2,Start
701,Matthew Coon Come,Canada,787956867,37.2,Start
702,Jim Sinclair (politician),Canada,787958081,37.2,Start
703,Samuel William Jacobs,Canada,788058254,37.2,C
704,Simma Holt,Canada,788128207,37.2,C
705,Michael Nadli,Canada,788494381,37.2,Start
706,Mel Watkins,Canada,788712700,37.2,Start
707,Zvi Weinberg,Canada,788771491,37.2,Stub
708,Pierre Bourgault,Canada,789069809,37.2,Start
709,Otto Jelinek,Canada,789205102,37.2,C
710,Paul Vachon,Canada,789335355,37.2,C
711,Peg Norman,Canada,789395840,37.2,Start
712,Francis Cochrane,Canada,789485956,37.2,Start
713,Arthur D. Ganong,Canada,789819390,37.2,Start
714,Rob Clarke,Canada,789993529,37.2,Start
715,Audrey Poitras,Canada,790121036,37.2,Stub
716,Wayne Adams,Canada,790146902,37.2,Start
717,Aurélien Gill,Canada,790164231,37.2,Start
718,Rose Henderson,Canada,790549980,37.2,Stub
719,21st Canadian Ministry,Canada,790716809,37.2,Start
720,List of 1980 Canadian incumbents,Canada,790717599,37.2,Start
721,List of 1979 Canadian incumbents,Canada,790717724,37.2,Start
722,William Pearce Howland,Canada,791001401,37.2,Start
723,Bernard Cleary,Canada,791162976,37.2,Stub
724,Ellis Ross,Canada,791219826,37.2,Start
725,Dwayne Provo,Canada,791246571,37.2,Stub
726,Stephen Kakfwi,Canada,791313003,37.2,C
727,Bill Smith (Alberta politician),Canada,791447432,37.2,Stub
728,25th Canadian Ministry,Canada,791960968,37.2,Stub
729,John Norquay,Canada,791965408,37.2,B
730,James McKay (fur trader),Canada,791967092,37.2,Start
731,Maxime Goulet,Canada,791967189,37.2,Start
732,Dominique Anglade,Canada,792072340,37.2,Start
733,Lise Bacon,Canada,792072413,37.2,Start
734,Stephanie Cadieux,Canada,792072702,37.2,Start
735,Elinor Caplan,Canada,792072753,37.2,C
736,Andrée Champagne,Canada,792072814,37.2,Start
737,Mabel DeWare,Canada,792073051,37.2,Start
738,Sheila Finestone,Canada,792073200,37.2,Start
739,Larry Grossman (politician),Canada,792162965,37.2,C
740,Buckley Belanger,Canada,792540501,37.2,Start
741,Jack White (politician),Canada,792703852,37.2,Stub
742,Donald Oliver,Canada,792703859,37.2,Start
743,Rosemary Brown (politician),Canada,793099357,37.2,Start
744,Carl Goldenberg,Canada,793151253,37.2,Start
745,20th Canadian Ministry,Canada,793256720,37.2,Start
746,Nathan Nurgitz,Canada,793433456,37.2,Start
747,Jonathan McCully,Canada,793459089,37.2,Start
748,Charles Fisher (Canadian politician),Canada,793663465,37.2,Start
749,Charles Harnick,Canada,793674654,37.2,Start
750,Chaviva Hošek,Canada,793784273,37.2,C
751,Daniel Igali,Canada,793785334,37.2,Start
752,Tony Belcourt,Canada,794036436,37.2,Start
753,Blanche Brillon Macdonald,Canada,794066887,37.2,C
754,Christie Mjolsness,Canada,794189926,37.2,Start
755,Glenn McLean,Canada,794356814,37.2,Stub
756,Svend Robinson,Canada,794382149,37.2,C
757,Clément Chartier,Canada,794758453,37.2,Stub
758,Kamala-Jean Gopie,Canada,794990669,37.2,C
759,Victor Oh,Canada,795089783,37.2,Start
760,Jody Mitic,Canada,795119195,37.2,Start
761,Steve Crocker (politician),Canada,795120791,37.2,Stub
762,John Thomas Wolfe,Canada,795178298,37.2,Start
763,Jeff Leiper,Canada,795195775,37.2,Start
764,Shafiq Qaadri,Canada,795350036,37.2,C
765,Rob Davis (politician),Canada,795542891,37.2,B
766,Jack Austin (politician),Canada,795748380,37.2,Start
767,Karen Leibovici,Canada,795748471,37.2,Start
768,Kettly Beauregard,Canada,795748481,37.2,B
769,Mary Richard,Canada,795748579,37.2,Start
770,Ralph Steinhauer,Canada,795748650,37.2,Start
771,Sébastien Dhavernas,Canada,795748738,37.2,Start
772,Jim Morgan (Canadian politician),Canada,795941711,37.2,Stub
773,Chris Szarka,Canada,796025471,37.2,C
774,Daurene Lewis,Canada,796044360,37.2,Start
775,Adams George Archibald,Canada,796089695,37.2,C
776,Jody Wilson-Raybould,Canada,796125280,37.2,C
777,Edward John,Canada,796189919,37.2,Start
778,Minister Faust,Canada,796268918,37.2,C
779,Sandy Annunziata,Canada,796459891,37.2,Start
780,Abraham Albert Heaps,Canada,796887508,37.2,Start
781,Will Morin,Canada,796919522,37.2,C
782,Bruce Hood (ice hockey),Canada,796947531,37.2,C
783,Angelo Persichilli,Canada,796971964,37.2,Start
784,Arlene Perly Rae,Canada,797001168,37.2,Start
785,Arthur Mitchell (Yukon politician),Canada,797004812,37.2,C
786,Barney Danson,Canada,797027806,37.2,C
787,Mike Jakubo (curler),Canada,797072045,37.2,Stub
788,Bob Attersley,Canada,797089442,37.2,C
789,Bob McDonald (politician),Canada,797090959,37.2,Start
790,William Bullock Ives,Canada,797123861,37.2,Stub
791,Catherine Pinhas,Canada,797159542,37.2,Start
792,Chris Lea,Canada,797238959,37.2,Start
793,Christopher Porter,Canada,797246308,37.2,Start
794,Cornelius the First,Canada,797292539,37.2,Start
795,Cy Gonick,Canada,797304346,37.2,Start
796,Dave Porter (politician),Canada,797323057,37.2,Stub
797,David Lewis (politician),Canada,797329058,37.2,FA
798,David Orlikow,Canada,797330459,37.2,C
799,David Shiner (politician),Canada,797331769,37.2,C
800,David de Burgh Graham,Canada,797333347,37.2,C
801,Denis Rocan,Canada,797347498,37.2,Start
802,Donald Carrick,Canada,797380019,37.2,Start
803,Marlene Jennings,Canada,797402155,37.2,Start
804,Edward Greenspan,Canada,797415443,37.2,GA
805,Edwin A. Goodman,Canada,797417833,37.2,Start
806,Elijah Harper,Canada,797426664,37.2,C
807,Emil Moeller,Canada,797434963,37.2,Start
808,Eugène Rhéaume,Canada,797452786,37.2,Start
809,Danny Joe,Canada,797505574,37.2,Stub
810,David Stupich,Canada,797506199,37.2,Start
811,Doug Mowat,Canada,797509369,37.2,Stub
812,Ed Picco,Canada,797510935,37.2,Start
813,23rd Canadian Ministry,Canada,797625846,37.2,Start
814,George Hickes (Nunavut politician),Canada,797740604,37.2,Stub
815,29th Canadian Ministry,Canada,797743670,37.2,Start
816,Gilbert Grant,Canada,797754805,37.2,Stub
817,Rocky Jones,Canada,797770312,37.2,C
818,Max Saltsman,Canada,797863007,37.2,C
819,David Birnbaum,Canada,798131587,37.2,Start
820,Honoré Jackson,Canada,798234685,37.2,Start
821,Howard Epstein,Canada,798245817,37.2,Start
822,Hugh Segal,Canada,798251516,37.2,C
823,George Hees,Canada,798263505,37.2,C
824,Dan Goldstick,Canada,798334711,37.2,C
825,J. B. Salsberg,Canada,798339304,37.2,C
826,Jack Marshall (Canadian politician),Canada,798344195,37.2,Start
827,Jack Ramsay (politician),Canada,798344600,37.2,Start
828,James Pasternak,Canada,798358913,37.2,Start
829,Jamey Heath,Canada,798361876,37.2,Start
830,Hunter Tootoo,Canada,798371441,37.2,C
831,Jean D'Amour,Canada,798377541,37.2,Start
832,Jim Silye,Canada,798406590,37.2,Start
833,Joe Oliver (politician),Canada,798417174,37.2,C
834,John Cobb (Manitoba politician),Canada,798425800,37.2,Stub
835,John Turmel,Canada,798443833,37.2,C
836,Johnny Abel,Canada,798446107,37.2,Stub
837,Jonah Schein,Canada,798449309,37.2,C
838,Jonathan Genest-Jourdain,Canada,798449933,37.2,Start
839,Joseph Howe,Canada,798455379,37.2,C
840,Josh Matlow,Canada,798458572,37.2,C
841,Joyce Hayden,Canada,798484154,37.2,Start
842,"Margaret Lally ""Ma"" Murray",Canada,798489930,37.2,B
843,Ken Dillen,Canada,798516495,37.2,Start
844,Larry Smith (Canadian politician),Canada,798593125,37.2,Start
845,Joey Smallwood,Canada,798601275,37.2,C
846,Lawrence O'Brien,Canada,798604158,37.2,Start
847,Leonard Braithwaite,Canada,798620874,37.2,C
848,Carla Qualtrough,Canada,798624424,37.2,Start
849,Lincoln Alexander,Canada,798642074,37.2,B
850,Linda Hepner,Canada,798643327,37.2,Stub
851,Lionel Perez (politician),Canada,798647539,37.2,C
852,List of 2006 Canadian incumbents,Canada,798650774,37.2,Start
853,Olayuk Akesuk,Canada,798737752,37.2,Stub
854,David Oppenheimer,Canada,798758111,37.2,C
855,Dan Ruimy,Canada,798796069,37.2,Start
856,Dan Vandal,Canada,798799828,37.2,FA
857,Maitland Steinkopf,Canada,798871490,37.2,Start
858,Majid Jowhari,Canada,798871705,37.2,Start
859,Manon Perreault,Canada,798881194,37.2,Start
860,Marc-André Blanchard,Canada,798885540,37.2,Stub
861,Margaret Haile,Canada,798889325,37.2,Start
862,Margarett Best,Canada,798890231,37.2,C
863,Mark Warner (Canadian politician),Canada,798903118,37.2,C
864,Marty Dolin,Canada,798912223,37.2,Start
865,Mary Anne Chambers,Canada,798914677,37.2,Start
866,Mary-Woo Sims,Canada,798919482,37.2,Start
867,Alice Parizeau,Canada,798937055,37.2,Start
868,Brit Griffin,Canada,798937308,37.2,Stub
869,Madeleine Ferron,Canada,798938772,37.2,Start
870,14th Canadian Ministry,Canada,798940689,37.2,Start
871,Eleanor Millard,Canada,798940946,37.2,Start
872,Darcie Lanthier,Canada,798952867,37.2,Stub
873,Guy Laforest,Canada,798960213,37.2,Stub
874,Michael Thompson (Canadian politician),Canada,798983293,37.2,C
875,Mike Cardinal,Canada,798995485,37.2,Start
876,Mike Crawley,Canada,798995778,37.2,Stub
877,Milton L. Klein,Canada,799005298,37.2,Start
878,Mira Spivak,Canada,799011520,37.2,Start
879,Morris Gray,Canada,799036149,37.2,C
880,Dave Batters,Canada,799043330,37.2,Start
881,Murray Sinclair,Canada,799053101,37.2,C
882,Myron Wolf Child,Canada,799062853,37.2,C
883,Nancy Ruth,Canada,799077170,37.2,C
884,Penny Collenette,Canada,799116194,37.2,Stub
885,Nazanin Afshin-Jam,Canada,799125348,37.2,C
886,Oscar Lathlin,Canada,799411236,37.2,Start
887,Pascal Breland,Canada,799465078,37.2,Start
888,Percy Paris,Canada,799499229,37.2,C
889,Peter Shurman,Canada,799512567,37.2,C
890,Pierre Bourque (journalist),Canada,799526024,37.2,Start
891,Jacques Demers,Canada,799552243,37.2,C
892,Adamee Komoartok,Canada,799600278,37.2,Stub
893,Greg Power,Canada,799679888,37.2,Start
894,Gary Malkowski,Canada,799705143,37.2,C
895,Jennifer Campeau,Canada,799725974,37.2,Stub
896,John B. Boucher,Canada,799748848,37.2,Stub
897,Frank Mahovlich,Canada,799780899,37.2,C
898,Louis Schmidt,Canada,799797763,37.2,Stub
899,Pierre Delorme,Canada,799846797,37.2,Start
900,Robert Hugh Pickering,Canada,799881590,37.2,Start
901,Ray Novak,Canada,799892094,37.2,Start
902,Reza Moridi,Canada,799929020,37.2,C
903,Richard Nerysoo,Canada,799942318,37.2,Start
904,Rick Laliberte,Canada,799947874,37.2,Start
905,Paul Godfrey,Canada,799963923,37.2,C
906,Roger Teillet,Canada,799990898,37.2,C
907,Russell Doern,Canada,800019168,37.2,C
908,Dan Biocchi,Canada,800020168,37.2,Start
909,Tymofei Koreichuk,Canada,800029158,37.2,Start
910,Salma Ataullahjan,Canada,800056169,37.2,Start
911,Saul Cherniack,Canada,800080920,37.2,C
912,Saulie Zajdel,Canada,800081033,37.2,C
913,Serge Kujawa,Canada,800116795,37.2,Stub
914,Shelly Glover,Canada,800142250,37.2,Start
915,Michael Coteau,Canada,800151703,37.2,Start
916,Sidney Green (politician),Canada,800160770,37.2,C
917,Don Getty,Canada,800266135,37.2,FA
918,Aida McAnn Flemming,Canada,800283381,37.2,C
919,Dona Cadman,Canada,800287023,37.2,C
920,Jack Kavanagh (politician),Canada,800314476,37.2,Stub
921,Mifflin Wistar Gibbs,Canada,800360207,37.2,C
922,Douglas Wilson (activist),Canada,800419860,37.2,Start
923,Doyle Vermette,Canada,800450841,37.2,Start
924,Dean Del Mastro,Canada,800492990,37.2,B
925,Ravi Kahlon,Canada,800568029,37.2,Start
926,John Robarts,Canada,800599813,37.2,C
927,Oliver Mowat,Canada,800599833,37.2,C
928,Brian Bowman (politician),Canada,800608742,37.2,Start
929,Michelle Stilwell,Canada,800618415,37.2,C
930,Stephen Khan,Canada,800694573,37.2,Stub
931,Stuart Parker (politician),Canada,800714107,37.2,C
932,Rod Bruinooge,Canada,800714862,37.2,C
933,Ian Strachan (Newfoundland and Labrador politician),Canada,800767398,37.2,Stub
934,Linda Thom,Canada,800796896,37.2,Start
935,Thomas Steen,Canada,800857103,37.2,B
